policyid,Country,VehicleType,VehicleUsage,Power,Weight,Colour,VehicleFirstRegistrationYear,VehicleAge,Mark,Model,EngineType,RenewalIndicator,Leasing,Deductible_general,Deductible_glass,premium,suminsured,policy_period_in_years,year
8819,LV,Passenger car,Short-term rent,73,1720,Tumši peleka,2011,1,TOYOTA,AURIS,Benzine,1,0,711.44,71.14,140,12500,0.397260274,2012
8820,LV,Passenger car,Short-term rent,73,1720,Tumši peleka,2011,1,TOYOTA,AURIS,Benzine,1,0,711.44,71.14,140,11900,0.397260274,2012
8821,LV,Passenger car,Short-term rent,66,1700,Violeta,2011,2,TOYOTA,URBAN CRUISER,Diesel,1,1,213.43,71.14,34.2,20390,0.073972603,2013
8822,LV,Passenger car,Short-term rent,66,1700,Violeta,2011,1,TOYOTA,URBAN CRUISER,Diesel,1,1,213.43,71.14,495.2,22570,1,2012
8823,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2010,3,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,68.9,9220,0.189041096,2013
8824,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,234,10240,1,2012
8825,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2010,3,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,35.6,9420,0.189041096,2013
8826,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,222,10440,1,2012
8827,LV,Passenger car,Short-term rent,59,1750,Gaiši zila,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,112.1,9640,0.6,2012
8828,LV,Passenger car,Short-term rent,59,1750,Gaiši zila,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,112.1,9240,0.6,2012
8829,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,10900,1,2012
8830,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,11500,0.224657534,2012
8831,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,10900,1,2012
8832,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,11700,1,2012
8833,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,10500,1,2012
8834,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,0,1,700,70,893,11900,1,2012
8835,LV,Passenger car,Taxi,97,2125,Gaiši zala,2011,1,TOYOTA,VERSO,Benzine & Gas,1,1,700,70,897,11700,0.224657534,2012
8836,LV,Passenger car,Taxi,95,2035,Gaiši zala,2009,3,TOYOTA,COROLLA VERSO,Benzine & Gas,1,1,700,70,500,6700,1,2012
8837,LV,Passenger car,Taxi,95,2035,Gaiši zala,2009,3,TOYOTA,COROLLA VERSO,Benzine & Gas,1,1,700,70,456,6900,1,2012
8838,LV,Passenger car,Taxi,107,2340,Gaiši zala,2012,0,FORD,S-MAX,Benzine & Gas,0,1,700,70,1260,18750,1,2012
8839,LV,Passenger car,Taxi,107,2340,Zala,2012,0,FORD,S-MAX,Benzine & Gas,0,1,700,70,1236,19150,1,2012
8840,LV,Passenger car,Taxi,107,2340,Zala,2012,0,FORD,S-MAX,Benzine & Gas,0,1,700,70,1236,19950,1,2012
8841,LV,Passenger car,Taxi,107,2340,Zala,2012,0,FORD,S-MAX,Benzine & Gas,0,1,700,70,1236,18750,1,2012
8842,LV,Passenger car,Taxi,100,2270,Melna,2011,1,MERCEDES BENZ,E200,Diesel,0,0,220,70,892,30600,1,2012
8843,LV,Van,Other,85,2850,Peleka,2011,3,VOLKSWAGEN,KOMBI,Benzine,1,1,140,40,197,14760,0.438356164,2014
8844,LV,Van,Other,85,2850,Peleka,2011,2,VOLKSWAGEN,KOMBI,Benzine,1,1,142.29,42.69,250.8,16430,0.58630137,2013
8845,LV,Van,Other,85,2850,Peleka,2011,3,VOLKSWAGEN,KOMBI,Benzine,1,1,140,40,222,14360,0.438356164,2014
8846,LV,Van,Other,85,2850,Peleka,2011,2,VOLKSWAGEN,KOMBI,Benzine,1,1,142.29,42.69,250.8,16030,0.58630137,2013
8847,LV,Van,Other,80,2940,Gaiši peleka,2006,7,MERCEDES BENZ,VITO 111,Diesel,1,0,142.29,71.14,157.1,9400,0.58630137,2013
8848,LV,Van,Other,80,2940,Gaiši peleka,2006,6,MERCEDES BENZ,VITO 111,Diesel,1,0,213.43,71.14,379.1,9800,1.002739726,2012
8849,LV,Van,Other,70,3000,Balta un sarkana,2007,5,TOYOTA,HIACE,Diesel,1,0,142.29,71.14,159.6,8220,0.539726027,2012
8850,LV,Van,Other,70,3015,Balta,2011,3,TOYOTA,HIACE,Diesel,1,1,140,70,506,15950,1,2014
8851,LV,Van,Other,70,3015,Balta,2011,2,TOYOTA,HIACE,Diesel,1,1,142.29,71.14,539.6,17720,1,2013
8852,LV,Van,Other,70,3015,Balta,2011,1,TOYOTA,HIACE,Diesel,1,1,142.29,71.14,551,19690,1,2012
8853,LV,Van,Other,86,3000,Balta,2007,7,TOYOTA,HIACE,Diesel,1,0,140,70,100,7370,0.230136986,2014
8854,LV,Passenger car,Short-term rent,74,1820,Peleka tonmainas,2010,2,FORD,FOCUS,Benzine & Gas,1,0,711.44,71.14,325.5,8490,1,2012
8855,LV,Passenger car,Short-term rent,77,1930,Tumši bruna,2011,1,VOLKSWAGEN,JETTA,Diesel,1,1,853.72,71.14,179.8,13690,0.764383562,2012
8856,LV,Passenger car,Short-term rent,77,2040,Bruna,2011,1,VOLKSWAGEN,PASSAT,Diesel,1,1,853.72,71.14,223.4,16270,0.764383562,2012
8857,LV,Passenger car,Short-term rent,77,2040,Gaiši peleka,2011,1,VOLKSWAGEN,PASSAT,Diesel,1,1,853.72,71.14,231.4,16470,0.764383562,2012
8858,LV,Passenger car,Short-term rent,77,2040,Bruna,2012,2,VOLKSWAGEN,PASSAT,Diesel,1,1,300,40,650,14200,0.764383562,2014
8859,LV,Passenger car,Short-term rent,77,2040,Bruna,2012,1,VOLKSWAGEN,PASSAT,Diesel,1,1,298.8,71.14,1066.6,15840,1,2013
8860,LV,Passenger car,Short-term rent,77,2040,Bruna,2012,0,VOLKSWAGEN,PASSAT,Diesel,1,1,298.8,71.14,932.9,19900,1,2012
8861,LV,Passenger car,Short-term rent,77,2180,Bruna,2013,1,VOLKSWAGEN,TOURAN,Diesel,1,1,700,40,10,16640,0.073972603,2014
8862,LV,Passenger car,Short-term rent,77,2180,Bruna,2013,0,VOLKSWAGEN,TOURAN,Diesel,0,1,711.44,42.69,358.5,20600,0.906849315,2013
8863,LV,Passenger car,Short-term rent,77,2180,Peleka,2013,1,VOLKSWAGEN,TOURAN,Diesel,1,1,700,40,16,15240,0.109589041,2014
8864,LV,Passenger car,Short-term rent,77,2180,Peleka,2013,0,VOLKSWAGEN,TOURAN,Diesel,0,1,711.44,42.69,358.5,19200,0.906849315,2013
8865,LV,Passenger car,Short-term rent,77,2180,Peleka,2013,1,VOLKSWAGEN,TOURAN,Diesel,1,1,700,40,88,14840,0.147945205,2014
8866,LV,Passenger car,Short-term rent,77,2180,Peleka,2013,0,VOLKSWAGEN,TOURAN,Diesel,0,1,711.44,42.69,358.5,18800,0.906849315,2013
8867,LV,Passenger car,Short-term rent,77,2250,Bruna,2013,1,VOLKSWAGEN,TOURAN,Diesel,1,1,700,40,34,16440,0.147945205,2014
8868,LV,Passenger car,Short-term rent,77,2250,Bruna,2013,0,VOLKSWAGEN,TOURAN,Diesel,0,1,711.44,42.69,358.5,20400,0.906849315,2013
8869,LV,Passenger car,Short-term rent,77,2250,Bruna,2013,1,VOLKSWAGEN,TOURAN,Diesel,1,1,700,40,-9,15840,0.071232877,2014
8870,LV,Passenger car,Short-term rent,77,2250,Bruna,2013,0,VOLKSWAGEN,TOURAN,Diesel,0,1,711.44,42.69,358.5,19800,0.906849315,2013
8871,LV,Passenger car,Short-term rent,81,2035,Gaiši peleka,2008,5,TOYOTA,COROLLA VERSO,Benzine,1,0,213.43,71.14,442.6,9630,0.912328767,2013
8872,LV,Passenger car,Short-term rent,81,2035,Gaiši peleka,2008,4,TOYOTA,COROLLA VERSO,Benzine,1,0,213.43,71.14,443.9,10150,1,2012
8873,LV,Passenger car,Short-term rent,86,1675,Violeta,2013,1,NISSAN,JUKE,Benzine,1,1,300,70,824,14300,1,2014
8874,LV,Passenger car,Short-term rent,86,1675,Violeta,2013,0,NISSAN,JUKE,Benzine,1,1,298.8,71.14,1042.6,16300,1,2013
8875,LV,Passenger car,Short-term rent,86,1675,Bruna,2014,0,NISSAN,JUKE,Benzine,0,1,300,70,756,20030,0.901369863,2014
8876,LV,Van,Regular,75,2800,Balta,2011,3,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,140,40,419,15650,1,2014
8877,LV,Van,Regular,75,2800,Balta,2011,2,VOLKSWAGEN,TRANSPORTER,Diesel,0,0,142.29,42.69,276,17500,0.838356164,2013
8878,LV,Passenger car,Short-term rent,108,2020,Gaiši peleka,2014,0,TOYOTA,AVENSIS,Benzine,1,1,700,70,488,19630,1,2014
8879,LV,Passenger car,Short-term rent,118,2060,Melna,2010,2,VOLKSWAGEN,PASSAT,Benzine,1,0,1422.87,42.69,269.5,15170,0.901369863,2012
8880,LV,Passenger car,Short-term rent,103,2100,Gaiši peleka,2011,1,VOLKSWAGEN,PASSAT,Diesel,1,1,853.72,71.14,223.4,15340,0.764383562,2012
8881,LV,Passenger car,Short-term rent,103,2360,Melna,2007,6,MITSUBISHI,OUTLANDER,Diesel,1,1,853.72,71.14,49.5,12720,0.178082192,2013
8882,LV,Passenger car,Short-term rent,103,2360,Melna,2007,5,MITSUBISHI,OUTLANDER,Diesel,1,1,853.72,71.14,277.2,13430,1.002739726,2012
8883,LV,Passenger car,Short-term rent,103,2160,Balta,2010,2,FORD,KUGA,Diesel,1,0,711.44,71.14,191.3,14740,0.454794521,2012
8884,LV,Passenger car,Short-term rent,103,2160,Balta,2010,2,FORD,KUGA,Diesel,1,0,711.44,71.14,145.8,16340,0.328767123,2012
8885,LV,Passenger car,Short-term rent,110,1970,Melna,2007,6,TOYOTA,AVENSIS,Diesel,1,0,213.43,71.14,316,9560,0.821917808,2013
8886,LV,Passenger car,Short-term rent,110,1970,Melna,2007,5,TOYOTA,AVENSIS,Diesel,1,0,213.43,71.14,392.7,10090,1,2012
8887,LV,Passenger car,Short-term rent,153,2045,Melna,2010,3,LEXUS,IS 250,Benzine,1,1,213.43,71.14,288.6,28640,0.405479452,2013
8888,LV,Passenger car,Short-term rent,153,2045,Melna,2010,2,LEXUS,IS 250,Benzine,0,1,213.43,71.14,750.7,31770,1,2012
8889,LV,Passenger car,Short-term rent,180,2995,Tumši peleka,2012,2,AUDI,Q7,Diesel,1,1,700,70,781,39670,1,2014
8890,LV,Passenger car,Short-term rent,180,2995,Tumši peleka,2012,1,AUDI,Q7,Diesel,1,0,1422.87,71.14,363.9,44720,0.452054795,2013
8891,LV,Passenger car,Short-term rent,180,2995,Tumši peleka,2012,1,AUDI,Q7,Diesel,1,1,711.44,71.14,482.4,44120,0.561643836,2013
8892,LV,Passenger car,Short-term rent,184,2540,Melna,2011,3,AUDI,A8L,Diesel,1,0,1400,70,1069,51040,0.868493151,2014
8893,LV,Passenger car,Short-term rent,183,2700,Melna,2011,2,LEXUS,RX 450H,Benzine,1,0,711.44,71.14,465.6,52020,0.663013699,2013
8894,LV,Passenger car,Short-term rent,203,2380,Gaiši bruna,2006,7,LEXUS,RX 350,Benzine,1,0,284.57,71.14,634.1,25890,1,2013
8895,LV,Passenger car,Short-term rent,203,2380,Gaiši bruna,2006,6,LEXUS,RX 350,Benzine,1,0,284.57,71.14,645.5,26970,1,2012
8896,LV,Passenger car,Taxi,80,1710,Gaiši zala,2007,5,KIA,CEED,Benzine & Gas,1,0,700,70,368,3900,1,2012
8897,LV,Van,Regular,103,3000,Peleka,2013,0,VOLKSWAGEN,MULTIVAN,Diesel,0,1,142.29,42.69,202.1,47410,0.315068493,2013
8898,LV,Van,Regular,103,3000,Gaiši bruna,2014,0,VOLKSWAGEN,CARAVELLE,Diesel,1,1,285,70,180,32660,0.498630137,2014
8899,LV,Van,Regular,103,3000,Gaiši bruna,2014,0,VOLKSWAGEN,CARAVELLE,Diesel,1,1,285,140,94,32660,0.249315068,2014
8900,LV,Van,Regular,103,3000,Gaiši bruna,2014,0,VOLKSWAGEN,CARAVELLE,Diesel,0,1,285,140,208,32660,0.504109589,2014
8901,LV,Van,Regular,103,3000,Melna,2014,0,VOLKSWAGEN,CARAVELLE,Diesel,0,0,285,70,108,27340,0.246575342,2014
8902,LV,Passenger car,Regular,324,2500,Melna,2014,0,PORSCHE,PANAMERA GTS,Benzine,0,0,300,70,2940,140000,1,2014
8903,LV,Passenger car,Regular,368,2880,Balta,2011,2,PORSCHE,CAYENNE,Benzine,1,0,140,70,1655.4,99000,1,2013
8904,LV,Passenger car,Regular,230,3100,Melna,2004,8,VOLKSWAGEN,TOUAREG,Diesel,1,1,142.29,71.14,386.5,14740,1,2012
8905,LV,Passenger car,Regular,230,3100,Melna,2005,7,VOLKSWAGEN,TOUAREG,Diesel,1,1,140,70,589.4,17300,1,2012
8906,LV,Passenger car,Regular,225,2140,Gaiši peleka,2002,10,MERCEDES BENZ,SL500,Benzine,0,0,213.43,71.14,103.9,16050,0.252054795,2012
8907,LV,Passenger car,Regular,290,2730,Kiršu,2007,5,LEXUS,LS 600H,Benzine,1,1,142.29,71.14,1411.5,62810,1,2012
8908,LV,Passenger car,Regular,290,2730,Melna,2007,7,LEXUS,LS 600HL,Benzine,0,1,300,70,450,20000,0.523287671,2014
8909,LV,Van,Regular,60,2700,Balta,2005,9,RENAULT,TRAFIC,Diesel,1,0,140,70,287,5300,1,2014
8910,LV,Van,Regular,60,2700,Balta,2005,8,RENAULT,TRAFIC,Diesel,1,0,142.29,71.14,325.9,5550,1,2013
8911,LV,Van,Regular,60,2700,Balta,2005,7,RENAULT,TRAFIC,Diesel,1,0,142.29,71.14,337.5,5800,1,2012
8912,LV,Van,Regular,60,2940,Gaiši peleka,2006,6,OPEL,VIVARO,Diesel,0,1,140,70,320,5800,1,2012
8913,LV,Van,Regular,74,2700,Gaiši peleka,2003,11,OPEL,VIVARO,Diesel,1,0,140,70,138.2,4720,0.408219178,2014
8914,LV,Van,Regular,74,2700,Gaiši peleka,2003,10,OPEL,VIVARO,Diesel,1,0,142.29,71.14,355.4,4890,1,2013
8915,LV,Van,Regular,74,2700,Gaiši peleka,2003,9,OPEL,VIVARO,Diesel,1,0,142.29,71.14,410.9,5030,1,2012
8916,LV,Van,Regular,74,2990,Balta un vairakkrasu,2006,6,OPEL,VIVARO,Diesel,1,0,142.29,71.14,153.3,8790,0.915068493,2012
8917,LV,Van,Regular,63,2600,Balta,2004,8,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,219.7,7710,0.978082192,2012
8918,LV,Van,Regular,75,2800,Kiršu,2006,6,VOLKSWAGEN,TRANSPORTER,Diesel,0,1,142.29,42.69,359.1,11890,1,2012
8919,LV,Van,Regular,75,2800,Balta,2007,5,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,142.29,42.69,437.2,6260,1.002739726,2012
8920,LV,Van,Regular,75,2800,Melna,2007,7,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,140,40,348,5740,1,2014
8921,LV,Van,Regular,75,2800,Melna,2007,6,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,142.29,42.69,386,5960,1,2013
8922,LV,Van,Regular,75,2800,Melna,2007,7,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,140,40,230,5540,0.649315068,2014
8923,LV,Van,Regular,75,2800,Melna,2007,6,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,142.29,42.69,386,5760,1,2013
8924,LV,Van,Regular,75,2800,Melna,2007,5,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,142.29,42.69,437.2,6060,1.002739726,2012
8925,LV,Van,Regular,75,2800,Balta,2008,4,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,204,11270,0.591780822,2012
8926,LV,Van,Regular,75,2800,Balta,2009,4,VOLKSWAGEN,TRANSPORTER,Diesel,1,0,142.29,42.69,48,7510,0.164383562,2013
8927,LV,Van,Regular,75,2800,Balta,2012,2,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,290,16800,1,2014
8928,LV,Van,Regular,75,2800,Balta,2012,1,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,307.3,17870,1,2013
8929,LV,Van,Regular,75,2800,Balta,2012,0,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,378.4,22140,1,2012
8930,LV,Van,Regular,75,2800,Balta,2013,1,VOLKSWAGEN,TRANSPORTER,Diesel,0,1,140,40,497,33200,1,2014
8931,LV,Van,Regular,75,2800,Balta,2013,1,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,340,20000,1,2014
8932,LV,Van,Regular,75,2800,Balta,2013,0,VOLKSWAGEN,TRANSPORTER,Diesel,0,1,142.29,42.69,216.2,21340,0.619178082,2013
8933,LV,Van,Regular,75,3000,Tumši zila,2010,4,VOLKSWAGEN,CARAVELLE,Diesel,0,1,140,70,112.1,18000,0.115068493,2014
8934,LV,Van,Regular,75,3000,Melna,2012,1,VOLKSWAGEN,KOMBI,Diesel,1,1,853.72,42.69,-2.9,18610,0.087671233,2013
8935,LV,Van,Regular,75,3000,Melna,2012,0,VOLKSWAGEN,KOMBI,Diesel,0,1,853.72,71.14,236.1,23170,0.58630137,2012
8936,LV,Van,Regular,75,3000,Tumši violeta,2012,2,VOLKSWAGEN,KOMBI,Diesel,1,1,850,40,306,16190,0.863013699,2014
8937,LV,Van,Regular,75,3000,Tumši violeta,2012,1,VOLKSWAGEN,KOMBI,Diesel,1,1,853.72,42.69,444.6,18010,1,2013
8938,LV,Van,Regular,75,3000,Tumši violeta,2012,0,VOLKSWAGEN,KOMBI,Diesel,0,1,853.72,71.14,276.7,22570,0.610958904,2012
8939,LV,Van,Regular,75,3000,Zala,2012,0,VOLKSWAGEN,KOMBI,Diesel,0,1,853.72,71.14,238.2,22770,0.536986301,2012
8940,LV,Van,Regular,80,3500,Balta,2012,1,VOLKSWAGEN,CRAFTER,Diesel,1,0,142.29,42.69,498.5,20360,1,2013
8941,LV,Van,Regular,80,3500,Balta,2012,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,142.29,42.69,9.1,25300,0.032876712,2012
8942,LV,Van,Regular,80,3500,Balta,2012,0,VOLKSWAGEN,CRAFTER,Diesel,1,0,142.29,42.69,555.5,25300,1.002739726,2012
8943,LV,Van,Regular,100,3490,Balta,2013,1,VOLKSWAGEN,CRAFTER,Diesel,0,0,140,40,966.8,23700,1,2014
8944,LV,Van,Regular,100,3500,Balta,2012,2,VOLKSWAGEN,CRAFTER,Diesel,1,1,140,40,415.6,27490,0.652054795,2014
8945,LV,Van,Regular,100,3500,Balta,2012,1,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,42.69,801.6,30630,0.978082192,2013
8946,LV,Van,Regular,100,3500,Balta,2012,0,VOLKSWAGEN,CRAFTER,Diesel,0,1,142.29,42.69,903.7,38490,1,2012
8947,LV,Van,Regular,100,3500,Balta,2012,2,VOLKSWAGEN,CRAFTER,Diesel,1,1,140,40,450,25680,1,2014
8948,LV,Van,Regular,100,3500,Kiršu,2012,2,VOLKSWAGEN,CRAFTER,Diesel,1,0,140,40,749.9,28800,1,2014
8949,LV,Van,Regular,100,3500,Kiršu,2012,1,VOLKSWAGEN,CRAFTER,Diesel,1,0,142.29,42.69,801.6,32100,1,2013
8950,LV,Van,Regular,100,3500,Kiršu,2012,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,284.57,71.14,341.2,28770,0.731506849,2012
8951,LV,Van,Regular,100,3500,Peleka,2012,2,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,42.69,266.4,25500,1,2014
8952,LV,Passenger car,Short-term rent,59,1750,Gaiši zila,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,156.2,10840,0.6,2012
8953,LV,Passenger car,Short-term rent,59,1750,Peleka,2010,3,VOLKSWAGEN,GOLF,Benzine,0,0,1422.87,42.69,23.6,11040,0.189041096,2013
8954,LV,Passenger car,Short-term rent,59,1750,Peleka,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,115.3,10640,0.561643836,2012
8955,LV,Passenger car,Short-term rent,59,1750,Tumši peleka,2010,3,VOLKSWAGEN,GOLF,Benzine,0,0,1422.87,42.69,23.6,10440,0.189041096,2013
8956,LV,Passenger car,Short-term rent,59,1750,Tumši peleka,2010,2,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,99.3,10640,0.561643836,2012
8957,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2011,2,VOLKSWAGEN,GOLF,Benzine,1,1,298.8,42.69,860.5,9270,1,2013
8958,LV,Passenger car,Short-term rent,59,1750,Gaiši peleka,2011,1,VOLKSWAGEN,GOLF,Benzine,1,1,298.8,42.69,712.5,10340,1,2012
8959,LV,Passenger car,Short-term rent,59,1750,Peleka,2011,1,VOLKSWAGEN,GOLF,Benzine,1,0,1422.87,42.69,214,9660,1,2012
8960,LV,Van,Regular,0,3500,,2012,0,MERCEDES BENZ,VITO,Diesel,0,0,280,70,34,38520,0.010958904,2012
8961,LV,Van,Regular,66,2661,Balta,2008,6,PEUGEOT,EXPERT,Diesel,1,0,140,70,340,7910,1,2014
8962,LV,Van,Regular,66,2661,Balta,2008,5,PEUGEOT,EXPERT,Diesel,1,0,142.29,71.14,340.4,8350,1,2013
8963,LV,Van,Regular,66,2661,Balta,2008,4,PEUGEOT,EXPERT,Diesel,1,1,142.29,71.14,363.2,8830,1,2012
8964,LV,Van,Regular,66,2770,Balta,2008,6,RENAULT,TRAFIC,Diesel,1,0,430,70,43.6,8200,0.098630137,2014
8965,LV,Van,Regular,66,2770,Balta,2008,5,RENAULT,TRAFIC,Diesel,1,0,140,70,442,8600,0.808219178,2013
8966,LV,Van,Regular,66,2790,Balta,2013,1,OPEL,VIVARO,Diesel,0,1,1000,70,415.6,13250,1,2014
8967,LV,Van,Regular,66,2790,Balta,2013,1,OPEL,VIVARO,Diesel,0,1,1000,70,415.6,13050,1,2014
8968,LV,Van,Regular,66,2835,Zila tonmainas,2007,7,RENAULT,TRAFIC,Diesel,1,0,140,70,249,8340,1,2014
8969,LV,Van,Regular,66,2835,Zila tonmainas,2007,6,RENAULT,TRAFIC,Diesel,1,0,142.29,71.14,275.7,8670,1,2013
8970,LV,Van,Regular,66,2835,Zila tonmainas,2007,5,RENAULT,TRAFIC,Diesel,0,0,142.29,71.14,311.3,9110,0.720547945,2012
8971,LV,Van,Regular,66,3040,Gaiši peleka,2008,6,OPEL,VIVARO,Diesel,1,0,140,70,196.3,10050,0.890410959,2014
8972,LV,Van,Regular,66,3040,Gaiši peleka,2008,5,OPEL,VIVARO,Diesel,1,0,142.29,71.14,443.2,10550,1,2013
8973,LV,Van,Regular,66,3040,Gaiši peleka,2008,4,OPEL,VIVARO,Diesel,1,0,142.29,71.14,422.2,11070,1,2012
8974,LV,Van,Regular,84,2950,Gaiši peleka,2014,0,RENAULT,TRAFIC,Diesel,0,1,140,70,422,15040,0.843835616,2014
8975,LV,Van,Regular,84,2960,Balta,2007,5,OPEL,VIVARO,Diesel,1,0,140,70,320.6,10300,1,2012
8976,LV,Van,Regular,84,3030,Gaiši peleka,2013,1,OPEL,VIVARO,Diesel,1,0,140,70,656,19380,1,2014
8977,LV,Van,Regular,100,3500,Peleka,2012,0,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,71.14,435.7,29770,1,2012
8978,LV,Van,Regular,100,3500,Peleka,2012,1,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,71.14,25.9,29770,0.068493151,2013
8979,LV,Van,Regular,100,3500,Peleka,2012,0,VOLKSWAGEN,CRAFTER,Diesel,0,1,142.29,42.69,354.6,31900,0.616438356,2012
8980,LV,Van,Regular,100,3500,Balta,2013,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,142.29,42.69,202.4,22910,0.347945205,2013
8981,LV,Van,Regular,100,3500,Balta,2013,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,285,140,47,28620,0.076712329,2013
8982,LV,Van,Regular,100,3500,Balta,2013,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,285,140,145,22090,0.361643836,2013
8983,LV,Van,Regular,100,3500,Balta,2013,1,VOLKSWAGEN,CRAFTER,Diesel,1,0,140,40,657,21760,1,2014
8984,LV,Van,Regular,100,3500,Balta,2013,1,VOLKSWAGEN,CRAFTER,Diesel,1,0,140,40,391,27300,0.564383562,2014
8985,LV,Van,Regular,100,3500,Gaiši peleka,2013,1,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,42.69,322.2,33150,1,2014
8986,LV,Van,Regular,100,3500,Gaiši peleka,2013,0,VOLKSWAGEN,CRAFTER,Diesel,0,1,142.29,71.14,350.6,35620,0.608219178,2013
8987,LV,Van,Regular,100,3500,Gaiši peleka,2013,0,VOLKSWAGEN,CRAFTER,Diesel,1,1,142.29,71.14,50.4,35620,0.068493151,2013
8988,LV,Van,Regular,100,3500,Balta,2014,0,VOLKSWAGEN,CRAFTER,Diesel,0,1,140,40,886.5,30400,1,2014
8989,LV,Van,Regular,100,3500,Balta,2014,0,VOLKSWAGEN,CRAFTER,Diesel,0,0,285,140,485.7,23550,1,2014
8990,LV,Van,Regular,100,3500,Balta,2014,0,VOLKSWAGEN,CRAFTER,Diesel,0,1,140,40,513,36410,0.671232877,2014
8991,LV,Van,Regular,103,2800,Balta,2011,3,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,265.1,13730,1,2014
8992,LV,Van,Regular,103,2800,Balta,2011,2,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,374.9,15360,1,2013
8993,LV,Van,Regular,103,2800,Balta,2011,1,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,493.1,17210,1,2012
8994,LV,Van,Regular,103,2800,Balta,2011,3,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,219,19040,1,2014
8995,LV,Van,Regular,103,2800,Balta,2011,2,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,231.3,21090,1,2013
8996,LV,Van,Regular,103,2800,Balta,2011,1,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,71.14,319.5,23370,1,2012
8997,LV,Van,Regular,103,2800,Balta,2011,3,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,219,18530,1,2014
8998,LV,Van,Regular,103,2800,Balta,2011,2,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,231.3,20560,1,2013
8999,LV,Van,Regular,103,2800,Balta,2011,1,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,71.14,319.5,22820,1,2012
9000,LV,Van,Regular,103,2800,Balta,2011,3,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,140,40,219,18840,1,2014
9001,LV,Van,Regular,103,2800,Balta,2011,2,VOLKSWAGEN,TRANSPORTER,Diesel,1,1,142.29,42.69,231.3,20890,1,2013
